MES;CONTADOR;CONTADOR_TIPO;CONTADOR_SENTIDO;ZONA;NUMERO
01/12/2020;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;70
01/12/2020;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;1745
01/12/2020;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Pamplona;Vías Verdes - Eurovelo;398
01/12/2020;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2134
01/12/2020;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;1325
01/12/2020;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1350
01/12/2020;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;282
01/12/2020;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;101
01/12/2020;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;55
01/12/2020;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;886
01/12/2020;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;229
01/12/2020;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;1147
01/12/2020;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;327
01/12/2020;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;574
01/12/2020;Eurovelo 1-Ederbidea (Gaztelu);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3686
01/12/2020;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;1554
01/12/2020;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;136
01/12/2020;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;7
01/12/2020;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;192
01/12/2020;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;449
01/12/2020;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;970
01/12/2020;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;591
01/12/2020;Urederra;Peatones;Ida;Recursos turístico ;1874
01/12/2020;Las Roscas;Peatones;Ida;Recursos turístico ;165
01/12/2020;Xorroxin;Peatones;Vuelta;Recursos turístico ;666
01/12/2020;Amaiur;Peatones;Vuelta;Recursos turístico ;286
01/01/2021;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1960
01/01/2021;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;359
01/01/2021;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;988
01/01/2021;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;1036
01/01/2021;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;57
01/01/2021;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1477
01/01/2021;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;102
01/01/2021;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1477
01/01/2021;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Estella;Vías Verdes - Eurovelo;518
01/01/2021;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;221
01/01/2021;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;627
01/01/2021;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;2316
01/01/2021;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;298
01/01/2021;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;3637
01/01/2021;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;145
01/01/2021;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;3
01/01/2021;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;3
01/01/2021;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;245
01/01/2021;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;39
01/01/2021;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;639
01/01/2021;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;46
01/01/2021;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;290
01/01/2021;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;1037
01/01/2021;Urederra;Peatones;Vuelta;Recursos turístico ;1299
01/01/2021;Las Roscas;Peatones;Ida;Recursos turístico ;309
01/01/2021;Xorroxin;Peatones;Vuelta;Recursos turístico ;720
01/01/2021;Amaiur;Peatones;Vuelta;Recursos turístico ;535
01/02/2021;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Pamplona;Vías Verdes - Eurovelo;2801
01/02/2021;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;789
01/02/2021;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;976
01/02/2021;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;1616
01/02/2021;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;207
01/02/2021;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;2240
01/02/2021;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;261
01/02/2021;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2075
01/02/2021;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Estella;Vías Verdes - Eurovelo;740
01/02/2021;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;453
01/02/2021;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;613
01/02/2021;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;1395
01/02/2021;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;392
01/02/2021;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;7219
01/02/2021;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;319
01/02/2021;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;4
01/02/2021;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;730
01/02/2021;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;199
01/02/2021;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;56
01/02/2021;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;711
01/02/2021;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;61
01/02/2021;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;313
01/02/2021;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;982
01/02/2021;Urederra;Peatones;Ida;Recursos turístico ;3186
01/02/2021;Las Roscas;Peatones;Ida;Recursos turístico ;433
01/02/2021;Xorroxin;Peatones;Vuelta;Recursos turístico ;2655
01/02/2021;Amaiur;Peatones;Vuelta;Recursos turístico ;1627
01/03/2021;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Pamplona;Vías Verdes - Eurovelo;3149
01/03/2021;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;853
01/03/2021;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1226
01/03/2021;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;1579
01/03/2021;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;226
01/03/2021;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;2267
01/03/2021;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;278
01/03/2021;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2388
01/03/2021;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Estella;Vías Verdes - Eurovelo;1665
01/03/2021;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;406
01/03/2021;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;762
01/03/2021;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;1266
01/03/2021;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;349
01/03/2021;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;7433
01/03/2021;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;309
01/03/2021;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;4
01/03/2021;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;608
01/03/2021;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;314
01/03/2021;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;78
01/03/2021;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;896
01/03/2021;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;78
01/03/2021;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;301
01/03/2021;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;1255
01/03/2021;Urederra;Peatones;Vuelta;Recursos turístico ;3516
01/03/2021;Las Roscas;Peatones;Ida;Recursos turístico ;489
01/03/2021;Xorroxin;Peatones;Vuelta;Recursos turístico ;2425
01/03/2021;Amaiur;Peatones;Vuelta;Recursos turístico ;1529
01/04/2021;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Pamplona;Vías Verdes - Eurovelo;3731
01/04/2021;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1270
01/04/2021;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1296
01/04/2021;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;2164
01/04/2021;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;329
01/04/2021;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;2417
01/04/2021;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;378
01/04/2021;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2449
01/04/2021;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Estella;Vías Verdes - Eurovelo;1161
01/04/2021;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;737
01/04/2021;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;625
01/04/2021;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;1428
01/04/2021;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;363
01/04/2021;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;11192
01/04/2021;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;404
01/04/2021;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;16
01/04/2021;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;1313
01/04/2021;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;1000
01/04/2021;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;178
01/04/2021;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;1180
01/04/2021;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;96
01/04/2021;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;261
01/04/2021;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;1740
01/04/2021;Urederra;Peatones;Ida;Recursos turístico ;5319
01/04/2021;Las Roscas;Peatones;Ida;Recursos turístico ;635
01/04/2021;Xorroxin;Peatones;Vuelta;Recursos turístico ;3554
01/04/2021;Amaiur;Peatones;Ida;Recursos turístico ;3729
01/05/2021;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;3297
01/05/2021;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1086
01/05/2021;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1404
01/05/2021;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;1747
01/05/2021;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;332
01/05/2021;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;2466
01/05/2021;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;400
01/05/2021;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2833
01/05/2021;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Estella;Vías Verdes - Eurovelo;1712
01/05/2021;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;709
01/05/2021;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;598
01/05/2021;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;1627
01/05/2021;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;588
01/05/2021;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;8180
01/05/2021;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;440
01/05/2021;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;8
01/05/2021;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1386
01/05/2021;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;1101
01/05/2021;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;256
01/05/2021;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;1699
01/05/2021;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;143
01/05/2021;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;368
01/05/2021;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;2453
01/05/2021;Urederra;Peatones;Ida;Recursos turístico ;5881
01/05/2021;Las Roscas;Peatones;Ida;Recursos turístico ;594
01/05/2021;Xorroxin;Peatones;Vuelta;Recursos turístico ;2117
01/05/2021;Amaiur;Peatones;Vuelta;Recursos turístico ;1128
01/06/2021;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Pamplona;Vías Verdes - Eurovelo;2886
01/06/2021;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1280
01/06/2021;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1232
01/06/2021;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;2250
01/06/2021;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;283
01/06/2021;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;1734
01/06/2021;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;284
01/06/2021;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2309
01/06/2021;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Estella;Vías Verdes - Eurovelo;1360
01/06/2021;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;763
01/06/2021;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;535
01/06/2021;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;1560
01/06/2021;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;545
01/06/2021;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;9124
01/06/2021;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;373
01/06/2021;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;8
01/06/2021;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;1230
01/06/2021;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;2459
01/06/2021;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;378
01/06/2021;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;2878
01/06/2021;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;159
01/06/2021;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;257
01/06/2021;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;2224
01/06/2021;Urederra;Peatones;Vuelta;Recursos turístico ;10907
01/06/2021;Las Roscas;Peatones;Vuelta;Recursos turístico ;668
01/06/2021;Xorroxin;Peatones;Vuelta;Recursos turístico ;3621
01/06/2021;Amaiur;Peatones;Vuelta;Recursos turístico ;2550
01/07/2021;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;4026
01/07/2021;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1921
01/07/2021;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1190
01/07/2021;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;1624
01/07/2021;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;346
01/07/2021;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3225
01/07/2021;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;421
01/07/2021;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3296
01/07/2021;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;1275
01/07/2021;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;1231
01/07/2021;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;911
01/07/2021;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;1489
01/07/2021;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;451
01/07/2021;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;15493
01/07/2021;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;437
01/07/2021;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;6
01/07/2021;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;1455
01/07/2021;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;5360
01/07/2021;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;394
01/07/2021;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;175
01/07/2021;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;4387
01/07/2021;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;222
01/07/2021;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;490
01/07/2021;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;3852
01/07/2021;Urederra;Peatones;Ida;Recursos turístico ;13187
01/07/2021;Las Roscas;Peatones;Vuelta;Recursos turístico ;3065
01/07/2021;Xorroxin;Peatones;Vuelta;Recursos turístico ;6755
01/07/2021;Amaiur;Peatones;Vuelta;Recursos turístico ;5953
01/08/2021;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;8645
01/08/2021;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;2878
01/08/2021;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1391
01/08/2021;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;3704
01/08/2021;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;538
01/08/2021;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;6086
01/08/2021;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;734
01/08/2021;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;3548
01/08/2021;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;3395
01/08/2021;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;1707
01/08/2021;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;879
01/08/2021;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;1885
01/08/2021;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;521
01/08/2021;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;31793
01/08/2021;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;787
01/08/2021;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;69
01/08/2021;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1424
01/08/2021;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;8305
01/08/2021;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;597
01/08/2021;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;160
01/08/2021;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;5642
01/08/2021;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;256
01/08/2021;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;615
01/08/2021;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;4689
01/08/2021;Urederra;Peatones;Vuelta;Recursos turístico ;14257
01/08/2021;Las Roscas;Peatones;Ida;Recursos turístico ;3266
01/08/2021;Xorroxin;Peatones;Vuelta;Recursos turístico ;12953
01/08/2021;Amaiur;Peatones;Vuelta;Recursos turístico ;11579
01/09/2021;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;4738
01/09/2021;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1229
01/09/2021;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1183
01/09/2021;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;1853
01/09/2021;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;188
01/09/2021;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;4287
01/09/2021;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;428
01/09/2021;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2809
01/09/2021;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;952
01/09/2021;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;725
01/09/2021;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;687
