MES;CONTADOR;CONTADOR_TIPO;CONTADOR_SENTIDO;ZONA;NUMERO
01/04/2023;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;949
01/04/2023;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;211
01/04/2023;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;16605
01/04/2023;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;294
01/04/2023;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;32
01/04/2023;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;865
01/04/2023;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;11747
01/04/2023;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;43
01/04/2023;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;129
01/04/2023;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;11628
01/04/2023;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;127
01/04/2023;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;227
01/04/2023;Urederra;Peatones;Ida;Recursos turístico ;7010
01/04/2023;Xorroxin;Peatones;Vuelta;Recursos turístico ;5253
01/04/2023;Amaiur;Peatones;Vuelta;Recursos turístico ;4687
01/04/2023;Bertiz;Peatones;Vuelta;Recursos turístico ;7389
01/04/2023;Castejón;Peatones;Vuelta;Recursos turístico ;119
01/04/2023;Castejón;Bicicletas;Vuelta;Recursos turístico ;113
01/04/2023;Isaba;Peatones;Vuelta;Recursos turístico ;192
01/04/2023;Izco;Peatones;Vuelta;Recursos turístico ;462
01/04/2023;Izco;Bicicletas;Vuelta;Recursos turístico ;8
01/04/2023;Izco;Coches;Vuelta;Recursos turístico ;85
01/05/2023;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;5057
01/05/2023;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;567
01/05/2023;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1153
01/05/2023;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3708
01/05/2023;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;368
01/05/2023;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2815
01/05/2023;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;1208
01/05/2023;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;363
01/05/2023;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;758
01/05/2023;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;778
01/05/2023;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;173
01/05/2023;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;10259
01/05/2023;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;253
01/05/2023;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;50
01/05/2023;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;842
01/05/2023;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;12878
01/05/2023;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;78
01/05/2023;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;134
01/05/2023;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;12523
01/05/2023;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;167
01/05/2023;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;261
01/05/2023;Urederra;Peatones;Ida;Recursos turístico ;4644
01/05/2023;Xorroxin;Peatones;Vuelta;Recursos turístico ;2485
01/05/2023;Amaiur;Peatones;Vuelta;Recursos turístico ;2108
01/05/2023;Bertiz;Peatones;Vuelta;Recursos turístico ;4204
01/05/2023;Castejón;Peatones;Vuelta;Recursos turístico ;171
01/05/2023;Castejón;Bicicletas;Vuelta;Recursos turístico ;113
01/05/2023;Isaba;Peatones;Ida;Recursos turístico ;103
01/05/2023;Izco;Peatones;Vuelta;Recursos turístico ;611
01/05/2023;Izco;Bicicletas;Ida;Recursos turístico ;15
01/05/2023;Izco;Coches;Vuelta;Recursos turístico ;109
01/06/2023;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;6031
01/06/2023;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;787
01/06/2023;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1863
01/06/2023;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;4116
01/06/2023;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;384
01/06/2023;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3035
01/06/2023;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;1346
01/06/2023;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;480
01/06/2023;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;689
01/06/2023;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;655
01/06/2023;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;151
01/06/2023;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;9245
01/06/2023;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;230
01/06/2023;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;52
01/06/2023;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;824
01/06/2023;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;7596
01/06/2023;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;37
01/06/2023;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;71
01/06/2023;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;7094
01/06/2023;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;154
01/06/2023;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;245
01/06/2023;Urederra;Peatones;Ida;Recursos turístico ;6598
01/06/2023;Xorroxin;Peatones;Vuelta;Recursos turístico ;2942
01/06/2023;Amaiur;Peatones;Vuelta;Recursos turístico ;2338
01/06/2023;Bertiz;Peatones;Vuelta;Recursos turístico ;4184
01/06/2023;Castejón;Peatones;Vuelta;Recursos turístico ;129
01/06/2023;Castejón;Bicicletas;Ida;Recursos turístico ;135
01/06/2023;Isaba;Peatones;Ida;Recursos turístico ;244
01/06/2023;Izco;Peatones;Vuelta;Recursos turístico ;484
01/06/2023;Izco;Bicicletas;Ida;Recursos turístico ;9
01/06/2023;Izco;Coches;Ida;Recursos turístico ;79
01/07/2023;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;6894
01/07/2023;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1046
01/07/2023;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1581
01/07/2023;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;4504
01/07/2023;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;466
01/07/2023;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3506
01/07/2023;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;2756
01/07/2023;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;896
01/07/2023;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;931
01/07/2023;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;883
01/07/2023;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;204
01/07/2023;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;16443
01/07/2023;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;349
01/07/2023;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;53
01/07/2023;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;799
01/07/2023;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;7977
01/07/2023;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;19
01/07/2023;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;83
01/07/2023;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;5970
01/07/2023;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;112
01/07/2023;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;422
01/07/2023;Urederra;Peatones;Ida;Recursos turístico ;13167
01/07/2023;Xorroxin;Peatones;Vuelta;Recursos turístico ;7670
01/07/2023;Amaiur;Peatones;Vuelta;Recursos turístico ;4053
01/07/2023;Bertiz;Peatones;Ida;Recursos turístico ;8451
01/07/2023;Castejón;Peatones;Ida;Recursos turístico ;102
01/07/2023;Castejón;Bicicletas;Ida;Recursos turístico ;133
01/07/2023;Isaba;Peatones;Ida;Recursos turístico ;594
01/07/2023;Izco;Peatones;Vuelta;Recursos turístico ;715
01/07/2023;Izco;Bicicletas;Ida;Recursos turístico ;9
01/07/2023;Izco;Coches;Ida;Recursos turístico ;191
01/08/2023;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;7764
01/08/2023;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1466
01/08/2023;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2142
01/08/2023;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;5049
01/08/2023;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;526
01/08/2023;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3438
01/08/2023;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;2624
01/08/2023;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;902
01/08/2023;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;880
01/08/2023;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;803
01/08/2023;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;180
01/08/2023;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;21596
01/08/2023;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;457
01/08/2023;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;66
01/08/2023;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;991
01/08/2023;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;9934
01/08/2023;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;33
01/08/2023;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;126
01/08/2023;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;7356
01/08/2023;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;178
01/08/2023;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;608
01/08/2023;Urederra;Peatones;Ida;Recursos turístico ;13893
01/08/2023;Xorroxin;Peatones;Vuelta;Recursos turístico ;10212
01/08/2023;Amaiur;Peatones;Vuelta;Recursos turístico ;6109
01/08/2023;Bertiz;Peatones;Ida;Recursos turístico ;3449
01/08/2023;Castejón;Peatones;Ida;Recursos turístico ;115
01/08/2023;Castejón;Bicicletas;Vuelta;Recursos turístico ;129
01/08/2023;Isaba;Peatones;Ida;Recursos turístico ;498
01/08/2023;Izco;Peatones;Vuelta;Recursos turístico ;738
01/08/2023;Izco;Bicicletas;Vuelta;Recursos turístico ;25
01/08/2023;Izco;Coches;Ida;Recursos turístico ;150
01/09/2023;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;6112
01/09/2023;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1543
01/09/2023;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;3870
01/09/2023;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3679
01/09/2023;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;432
01/09/2023;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2833
01/09/2023;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;461
01/09/2023;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;242
01/09/2023;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;344
01/09/2023;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;765
01/09/2023;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;280
01/09/2023;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;8509
01/09/2023;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;390
01/09/2023;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;66
01/09/2023;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1226
01/09/2023;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;11562
01/09/2023;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;59
01/09/2023;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;130
01/09/2023;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;9490
01/09/2023;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;218
01/09/2023;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;3389
01/09/2023;Urederra;Peatones;Ida;Recursos turístico ;6342
01/09/2023;Xorroxin;Peatones;Vuelta;Recursos turístico ;1223
01/09/2023;Amaiur;Peatones;Vuelta;Recursos turístico ;2477
01/09/2023;Bertiz;Peatones;Vuelta;Recursos turístico ;6211
01/09/2023;Castejón;Peatones;Ida;Recursos turístico ;672
01/09/2023;Castejón;Bicicletas;Ida;Recursos turístico ;181
01/09/2023;Isaba;Peatones;Vuelta;Recursos turístico ;291
01/09/2023;Izco;Peatones;Vuelta;Recursos turístico ;473
01/09/2023;Izco;Bicicletas;Ida;Recursos turístico ;5979
01/09/2023;Izco;Coches;Ida;Recursos turístico ;1283
01/10/2023;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;4103
01/10/2023;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1193
01/10/2023;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2035
01/10/2023;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3285
01/10/2023;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;387
01/10/2023;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3465
01/10/2023;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;577
01/10/2023;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;280
01/10/2023;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;11074
01/10/2023;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;375
01/10/2023;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;40
01/10/2023;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1429
01/10/2023;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;5503
01/10/2023;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;33
01/10/2023;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;160
01/10/2023;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;5415
01/10/2023;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;159
01/10/2023;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;403
01/10/2023;Urederra;Peatones;Ida;Recursos turístico ;8026
01/10/2023;Xorroxin;Peatones;Vuelta;Recursos turístico ;4633
01/10/2023;Amaiur;Peatones;Vuelta;Recursos turístico ;3459
01/10/2023;Bertiz;Peatones;Vuelta;Recursos turístico ;7264
01/10/2023;Castejón;Peatones;Ida;Recursos turístico ;116
01/10/2023;Castejón;Bicicletas;Ida;Recursos turístico ;77
01/10/2023;Isaba;Peatones;Vuelta;Recursos turístico ;199
01/10/2023;Izco;Peatones;Vuelta;Recursos turístico ;684
01/10/2023;Izco;Bicicletas;Vuelta;Recursos turístico ;22
01/10/2023;Izco;Coches;Ida;Recursos turístico ;250
01/11/2023;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2952
01/11/2023;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;419
01/11/2023;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1131
01/11/2023;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2477
01/11/2023;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;151
01/11/2023;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2083
01/11/2023;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;761
01/11/2023;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;157
01/11/2023;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;1898
01/11/2023;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;464
01/11/2023;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;212
01/11/2023;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;5661
01/11/2023;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;123
01/11/2023;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;15
01/11/2023;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1258
01/11/2023;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;1030
01/11/2023;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;12
01/11/2023;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;158
01/11/2023;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;1185
01/11/2023;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;70
01/11/2023;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;474
01/11/2023;Urederra;Peatones;Ida;Recursos turístico ;5615
01/11/2023;Xorroxin;Peatones;Vuelta;Recursos turístico ;2033
01/11/2023;Amaiur;Peatones;Vuelta;Recursos turístico ;1546
01/11/2023;Bertiz;Peatones;Ida;Recursos turístico ;4346
01/11/2023;Castejón;Peatones;Ida;Recursos turístico ;89
01/11/2023;Castejón;Bicicletas;Vuelta;Recursos turístico ;59
01/11/2023;Isaba;Peatones;Vuelta;Recursos turístico ;51
01/11/2023;Izco;Peatones;Vuelta;Recursos turístico ;340
01/11/2023;Izco;Bicicletas;Vuelta;Recursos turístico ;77
01/11/2023;Izco;Coches;Ida;Recursos turístico ;163
01/12/2023;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2901
01/12/2023;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;376
01/12/2023;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1162
01/12/2023;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2217
01/12/2023;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;112
01/12/2023;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1803
01/12/2023;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;915
01/12/2023;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;186
01/12/2023;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;742
01/12/2023;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;406
01/12/2023;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;207
01/12/2023;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;4680
01/12/2023;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;112
01/12/2023;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;14
01/12/2023;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1230
01/12/2023;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;498
01/12/2023;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;6
01/12/2023;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;140
01/12/2023;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;652
01/12/2023;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;40
01/12/2023;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;352
01/12/2023;Urederra;Peatones;Ida;Recursos turístico ;4257
01/12/2023;Xorroxin;Peatones;Vuelta;Recursos turístico ;2355
01/12/2023;Amaiur;Peatones;Vuelta;Recursos turístico ;2267
01/12/2023;Bertiz;Peatones;Ida;Recursos turístico ;3753
01/12/2023;Castejón;Peatones;Vuelta;Recursos turístico ;57
01/12/2023;Castejón;Bicicletas;Ida;Recursos turístico ;33
01/12/2023;Isaba;Peatones;Vuelta;Recursos turístico ;89
01/12/2023;Izco;Peatones;Vuelta;Recursos turístico ;293
01/12/2023;Izco;Bicicletas;Ida;Recursos turístico ;12
01/12/2023;Izco;Coches;Ida;Recursos turístico ;140
01/01/2024;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2741
01/01/2024;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;496
01/01/2024;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1260
01/01/2024;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2016
01/01/2024;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;131
01/01/2024;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1869
01/01/2024;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;817
01/01/2024;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;181
01/01/2024;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;754
01/01/2024;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;489
01/01/2024;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;142
01/01/2024;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;2059
01/01/2024;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;61
