"MES";"CONTADOR";"CONTADOR_TIPO";"CONTADOR_SENTIDO";"ZONA";"NUMERO";"TRIMESTRE";"YEAR"
2023-07-01;"Bertiz";"Peatones";"Ida";"Recursos turístico ";8451;"2023-3";2023
2023-07-01;"Castejón";"Peatones";"Ida";"Recursos turístico ";102;"2023-3";2023
2023-07-01;"Castejón";"Bicicletas";"Ida";"Recursos turístico ";133;"2023-3";2023
2023-07-01;"Isaba";"Peatones";"Ida";"Recursos turístico ";594;"2023-3";2023
2023-07-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";715;"2023-3";2023
2023-07-01;"Izco";"Bicicletas";"Ida";"Recursos turístico ";9;"2023-3";2023
2023-07-01;"Izco";"Coches";"Ida";"Recursos turístico ";191;"2023-3";2023
2023-08-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";7764;"2023-3";2023
2023-08-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";1466;"2023-3";2023
2023-08-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";2142;"2023-3";2023
2023-08-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";5049;"2023-3";2023
2023-08-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";526;"2023-3";2023
2023-08-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3438;"2023-3";2023
2023-08-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";2624;"2023-3";2023
2023-08-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Estella";"Vías Verdes - Eurovelo";902;"2023-3";2023
2023-08-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Álava";"Vías Verdes - Eurovelo";880;"2023-3";2023
2023-08-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";803;"2023-3";2023
2023-08-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";180;"2023-3";2023
2023-08-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";21596;"2023-3";2023
2023-08-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";457;"2023-3";2023
2023-08-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";66;"2023-3";2023
2023-08-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";991;"2023-3";2023
2023-08-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";9934;"2023-3";2023
2023-08-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";33;"2023-3";2023
2023-08-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";126;"2023-3";2023
2023-08-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";7356;"2023-3";2023
2023-08-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";178;"2023-3";2023
2023-08-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";608;"2023-3";2023
2023-08-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";13893;"2023-3";2023
2023-08-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";10212;"2023-3";2023
2023-08-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";6109;"2023-3";2023
2023-08-01;"Bertiz";"Peatones";"Ida";"Recursos turístico ";3449;"2023-3";2023
2023-08-01;"Castejón";"Peatones";"Ida";"Recursos turístico ";115;"2023-3";2023
2023-08-01;"Castejón";"Bicicletas";"Vuelta";"Recursos turístico ";129;"2023-3";2023
2023-08-01;"Isaba";"Peatones";"Ida";"Recursos turístico ";498;"2023-3";2023
2023-08-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";738;"2023-3";2023
2023-08-01;"Izco";"Bicicletas";"Vuelta";"Recursos turístico ";25;"2023-3";2023
2023-08-01;"Izco";"Coches";"Ida";"Recursos turístico ";150;"2023-3";2023
2023-09-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";6112;"2023-3";2023
2023-09-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";1543;"2023-3";2023
2023-09-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";3870;"2023-3";2023
2023-09-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3679;"2023-3";2023
2023-09-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";432;"2023-3";2023
2023-09-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2833;"2023-3";2023
2023-09-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";461;"2023-3";2023
2023-09-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Estella";"Vías Verdes - Eurovelo";242;"2023-3";2023
2023-09-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";344;"2023-3";2023
2023-09-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";765;"2023-3";2023
2023-09-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";280;"2023-3";2023
2023-09-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";8509;"2023-3";2023
2023-09-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";390;"2023-3";2023
2023-09-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";66;"2023-3";2023
2023-09-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";1226;"2023-3";2023
2023-09-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";11562;"2023-3";2023
2023-09-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";59;"2023-3";2023
2023-09-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";130;"2023-3";2023
2023-09-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";9490;"2023-3";2023
2023-09-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";218;"2023-3";2023
2023-09-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";3389;"2023-3";2023
2023-09-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";6342;"2023-3";2023
2023-09-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";1223;"2023-3";2023
2023-09-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";2477;"2023-3";2023
2023-09-01;"Bertiz";"Peatones";"Vuelta";"Recursos turístico ";6211;"2023-3";2023
2023-09-01;"Castejón";"Peatones";"Ida";"Recursos turístico ";672;"2023-3";2023
2023-09-01;"Castejón";"Bicicletas";"Ida";"Recursos turístico ";181;"2023-3";2023
2023-09-01;"Isaba";"Peatones";"Vuelta";"Recursos turístico ";291;"2023-3";2023
2023-09-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";473;"2023-3";2023
2023-09-01;"Izco";"Bicicletas";"Ida";"Recursos turístico ";5979;"2023-3";2023
2023-09-01;"Izco";"Coches";"Ida";"Recursos turístico ";1283;"2023-3";2023
2023-10-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";4103;"2023-4";2023
2023-10-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";1193;"2023-4";2023
2023-10-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";2035;"2023-4";2023
2023-10-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3285;"2023-4";2023
2023-10-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";387;"2023-4";2023
2023-10-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3465;"2023-4";2023
2023-10-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";577;"2023-4";2023
2023-10-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";280;"2023-4";2023
2023-10-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";11074;"2023-4";2023
2023-10-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";375;"2023-4";2023
2023-10-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";40;"2023-4";2023
2023-10-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";1429;"2023-4";2023
2023-10-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";5503;"2023-4";2023
2023-10-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";33;"2023-4";2023
2023-10-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";160;"2023-4";2023
2023-10-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";5415;"2023-4";2023
2023-10-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";159;"2023-4";2023
2023-10-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";403;"2023-4";2023
2023-10-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";8026;"2023-4";2023
2023-10-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";4633;"2023-4";2023
2023-10-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";3459;"2023-4";2023
2023-10-01;"Bertiz";"Peatones";"Vuelta";"Recursos turístico ";7264;"2023-4";2023
2023-10-01;"Castejón";"Peatones";"Ida";"Recursos turístico ";116;"2023-4";2023
2023-10-01;"Castejón";"Bicicletas";"Ida";"Recursos turístico ";77;"2023-4";2023
2023-10-01;"Isaba";"Peatones";"Vuelta";"Recursos turístico ";199;"2023-4";2023
2023-10-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";684;"2023-4";2023
2023-10-01;"Izco";"Bicicletas";"Vuelta";"Recursos turístico ";22;"2023-4";2023
2023-10-01;"Izco";"Coches";"Ida";"Recursos turístico ";250;"2023-4";2023
2023-11-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";2952;"2023-4";2023
2023-11-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";419;"2023-4";2023
2023-11-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1131;"2023-4";2023
2023-11-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2477;"2023-4";2023
2023-11-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";151;"2023-4";2023
2023-11-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2083;"2023-4";2023
2023-11-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";761;"2023-4";2023
2023-11-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Estella";"Vías Verdes - Eurovelo";157;"2023-4";2023
2023-11-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";1898;"2023-4";2023
2023-11-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Tudela ";"Vías Verdes - Eurovelo";464;"2023-4";2023
2023-11-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";212;"2023-4";2023
2023-11-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";5661;"2023-4";2023
2023-11-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";123;"2023-4";2023
2023-11-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";15;"2023-4";2023
2023-11-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";1258;"2023-4";2023
2023-11-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";1030;"2023-4";2023
2023-11-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";12;"2023-4";2023
2023-11-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";158;"2023-4";2023
2023-11-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";1185;"2023-4";2023
2023-11-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";70;"2023-4";2023
2023-11-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";474;"2023-4";2023
2023-11-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";5615;"2023-4";2023
2023-11-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";2033;"2023-4";2023
2023-11-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";1546;"2023-4";2023
2023-11-01;"Bertiz";"Peatones";"Ida";"Recursos turístico ";4346;"2023-4";2023
2023-11-01;"Castejón";"Peatones";"Ida";"Recursos turístico ";89;"2023-4";2023
2023-11-01;"Castejón";"Bicicletas";"Vuelta";"Recursos turístico ";59;"2023-4";2023
2023-11-01;"Isaba";"Peatones";"Vuelta";"Recursos turístico ";51;"2023-4";2023
2023-11-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";340;"2023-4";2023
2023-11-01;"Izco";"Bicicletas";"Vuelta";"Recursos turístico ";77;"2023-4";2023
2023-11-01;"Izco";"Coches";"Ida";"Recursos turístico ";163;"2023-4";2023
2023-12-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";2901;"2023-4";2023
2023-12-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";376;"2023-4";2023
2023-12-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1162;"2023-4";2023
2023-12-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2217;"2023-4";2023
2023-12-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";112;"2023-4";2023
2023-12-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";1803;"2023-4";2023
2023-12-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";915;"2023-4";2023
2023-12-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Estella";"Vías Verdes - Eurovelo";186;"2023-4";2023
2023-12-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";742;"2023-4";2023
2023-12-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";406;"2023-4";2023
2023-12-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";207;"2023-4";2023
2023-12-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";4680;"2023-4";2023
2023-12-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";112;"2023-4";2023
2023-12-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";14;"2023-4";2023
2023-12-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";1230;"2023-4";2023
2023-12-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";498;"2023-4";2023
2023-12-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";6;"2023-4";2023
2023-12-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";140;"2023-4";2023
2023-12-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";652;"2023-4";2023
2023-12-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";40;"2023-4";2023
2023-12-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";352;"2023-4";2023
2023-12-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";4257;"2023-4";2023
2023-12-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";2355;"2023-4";2023
2023-12-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";2267;"2023-4";2023
2023-12-01;"Bertiz";"Peatones";"Ida";"Recursos turístico ";3753;"2023-4";2023
2023-12-01;"Castejón";"Peatones";"Vuelta";"Recursos turístico ";57;"2023-4";2023
2023-12-01;"Castejón";"Bicicletas";"Ida";"Recursos turístico ";33;"2023-4";2023
2023-12-01;"Isaba";"Peatones";"Vuelta";"Recursos turístico ";89;"2023-4";2023
2023-12-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";293;"2023-4";2023
2023-12-01;"Izco";"Bicicletas";"Ida";"Recursos turístico ";12;"2023-4";2023
2023-12-01;"Izco";"Coches";"Ida";"Recursos turístico ";140;"2023-4";2023
2024-01-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";2741;"2024-1";2024
2024-01-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";496;"2024-1";2024
2024-01-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1260;"2024-1";2024
2024-01-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2016;"2024-1";2024
2024-01-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";131;"2024-1";2024
2024-01-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";1869;"2024-1";2024
2024-01-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";817;"2024-1";2024
2024-01-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";181;"2024-1";2024
2024-01-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";754;"2024-1";2024
2024-01-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";489;"2024-1";2024
2024-01-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";142;"2024-1";2024
2024-01-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";2059;"2024-1";2024
2024-01-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";61;"2024-1";2024
2024-01-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";25;"2024-1";2024
2024-01-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";1197;"2024-1";2024
2024-01-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";418;"2024-1";2024
2024-01-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";8;"2024-1";2024
2024-01-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";158;"2024-1";2024
2024-01-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";662;"2024-1";2024
2024-01-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";28;"2024-1";2024
2024-01-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";425;"2024-1";2024
2024-01-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";2031;"2024-1";2024
2024-01-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";1306;"2024-1";2024
2024-01-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";999;"2024-1";2024
2024-01-01;"Bertiz";"Peatones";"Ida";"Recursos turístico ";2602;"2024-1";2024
2024-01-01;"Castejón";"Peatones";"Vuelta";"Recursos turístico ";38;"2024-1";2024
2024-01-01;"Castejón";"Bicicletas";"Vuelta";"Recursos turístico ";20;"2024-1";2024
2024-01-01;"Isaba";"Peatones";"Vuelta";"Recursos turístico ";63;"2024-1";2024
2024-01-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";239;"2024-1";2024
2024-01-01;"Izco";"Bicicletas";"Vuelta";"Recursos turístico ";5;"2024-1";2024
2024-01-01;"Izco";"Coches";"Vuelta";"Recursos turístico ";104;"2024-1";2024
2024-02-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";3875;"2024-1";2024
2024-02-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";492;"2024-1";2024
2024-02-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";2299;"2024-1";2024
2024-02-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2468;"2024-1";2024
2024-02-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";141;"2024-1";2024
2024-02-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";1897;"2024-1";2024
2024-02-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";833;"2024-1";2024
2024-02-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Estella";"Vías Verdes - Eurovelo";175;"2024-1";2024
2024-02-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";785;"2024-1";2024
2024-02-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";491;"2024-1";2024
2024-02-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";226;"2024-1";2024
2024-02-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";3737;"2024-1";2024
2024-02-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";123;"2024-1";2024
2024-02-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";18;"2024-1";2024
2024-02-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";1125;"2024-1";2024
2024-02-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";606;"2024-1";2024
2024-02-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";6;"2024-1";2024
2024-02-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";90;"2024-1";2024
2024-02-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";1023;"2024-1";2024
2024-02-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";60;"2024-1";2024
2024-02-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";376;"2024-1";2024
2024-02-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";2215;"2024-1";2024
2024-02-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";1343;"2024-1";2024
2024-02-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";943;"2024-1";2024
2024-02-01;"Bertiz";"Peatones";"Ida";"Recursos turístico ";2797;"2024-1";2024
2024-02-01;"Castejón";"Peatones";"Vuelta";"Recursos turístico ";169;"2024-1";2024
2024-02-01;"Castejón";"Bicicletas";"Vuelta";"Recursos turístico ";97;"2024-1";2024
2024-02-01;"Isaba";"Peatones";"Vuelta";"Recursos turístico ";60;"2024-1";2024
2024-02-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";229;"2024-1";2024
2024-02-01;"Izco";"Bicicletas";"Vuelta";"Recursos turístico ";92;"2024-1";2024
2024-02-01;"Izco";"Coches";"Vuelta";"Recursos turístico ";122;"2024-1";2024
2024-03-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";3938;"2024-1";2024
